STUDY_ID,valid_name,CEN_LATITUDE,CEN_LONGITUDE,taxon,REALM
59,Amphispiza bilineata,30.3226,-103.501,Birds,Terrestrial
172,Arenaria interpres,35.009739,-24.224698,Birds,Marine
172,Bulweria bulwerii,35.009739,-24.224698,Birds,Marine
172,Calonectris diomedea,35.009739,-24.224698,Birds,Marine
59,Campylorhynchus brunneica,30.3226,-103.501,Birds,Terrestrial
172,Columba livia,35.009739,-24.224698,Birds,Marine
172,Larus cachinnans,35.009739,-24.224698,Birds,Marine
59,Pipilo chlorurus,30.3226,-103.501,Birds,Terrestrial
59,Pooecetes gramineus,30.3226,-103.501,Birds,Terrestrial
172,Puffinus baroli,35.009739,-24.224698,Birds,Marine
172,Puffinus gravis,35.009739,-24.224698,Birds,Marine
172,Puffinus griseus,35.009739,-24.224698,Birds,Marine
172,Stercorarius skua,35.009739,-24.224698,Birds,Marine
172,Onychoprion fuscatus,35.009739,-24.224698,Birds,Marine
46,Linaria cannabina,51.698,-5.277,Birds,Terrestrial
41,Accipiter striatus,39.5,-82.48,Birds,Terrestrial
46,Acrocephalus schoenobaenus,51.698,-5.277,Birds,Terrestrial
169,Larus occidentalis,34.858456,-121.614941,Birds,Marine
169,Oceanodroma leucorhoa,34.858456,-121.614941,Birds,Marine
169,Uria aalge,34.858456,-121.614941,Birds,Marine
169,Stercorarius pomarinus,34.858456,-121.614941,Birds,Marine
169,Sterna elegans,34.858456,-121.614941,Birds,Marine
169,Larus californicus,34.858456,-121.614941,Birds,Marine
169,Fulmarus glacialis,34.858456,-121.614941,Birds,Marine
169,Mola mola,34.858456,-121.614941,Fish,Marine
169,Phalaropus lobatus,34.858456,-121.614941,Birds,Marine
169,Puffinus griseus,34.858456,-121.614941,Birds,Marine
169,Oceanodroma homochroa,34.858456,-121.614941,Birds,Marine
169,Ptychoramphus aleuticus,34.858456,-121.614941,Birds,Marine
169,Puffinus creatopus,34.858456,-121.614941,Birds,Marine
169,Pterodroma cookii,34.858456,-121.614941,Birds,Marine
169,Synthliboramphus hypoleucus,34.858456,-121.614941,Birds,Marine
169,Phoebastria nigripes,34.858456,-121.614941,Birds,Marine
169,Xema sabini,34.858456,-121.614941,Birds,Marine
169,Phalaropus fulicarius,34.858456,-121.614941,Birds,Marine
169,Rissa tridactyla,34.858456,-121.614941,Birds,Marine
169,Sterna maxima,34.858456,-121.614941,Birds,Marine
169,Phalacrocorax auritus,34.858456,-121.614941,Birds,Marine
46,Alauda arvensis,51.698,-5.277,Birds,Terrestrial
91,Alauda arvensis,57.038966,20.555517,Birds,Marine
91,Alca torda,57.038966,20.555517,Birds,Marine
69,Alca torda,54.783267,-4.26303,Birds,Marine
51,Tetrastes bonasia,61.9241,25.7482,Birds,Terrestrial
51,Lagopus lagopus,61.9241,25.7482,Birds,Terrestrial
51,Lyrurus tetrix,61.9241,25.7482,Birds,Terrestrial
51,Tetrao urogallus,61.9241,25.7482,Birds,Terrestrial
166,Actitis macularius,36.075242,-70.991806,Birds,Marine
166,Alca torda,36.075242,-70.991806,Birds,Marine
169,Pelecanus occidentalis,34.858456,-121.614941,Birds,Marine
169,Prionace glauca,34.858456,-121.614941,Fish,Marine
169,Puffinus opisthomelas,34.858456,-121.614941,Birds,Marine
169,Larus argentatus,34.858456,-121.614941,Birds,Marine
169,Oceanodroma microsoma,34.858456,-121.614941,Birds,Marine
169,Stercorarius parasiticus,34.858456,-121.614941,Birds,Marine
169,Hydroprogne caspia,34.858456,-121.614941,Birds,Marine
169,Puffinus tenuirostris,34.858456,-121.614941,Birds,Marine
169,Cerorhinca monocerata,34.858456,-121.614941,Birds,Marine
169,Podiceps nigricollis,34.858456,-121.614941,Birds,Marine
169,Stercorarius longicaudus,34.858456,-121.614941,Birds,Marine
169,Pterodroma ultima,34.858456,-121.614941,Birds,Marine
169,Pterodroma longirostris,34.858456,-121.614941,Birds,Marine
169,Puffinus bulleri,34.858456,-121.614941,Birds,Marine
169,Sterna paradisaea,34.858456,-121.614941,Birds,Marine
169,Aechmophorus occidentalis,34.858456,-121.614941,Birds,Marine
169,Phalacrocorax penicillatus,34.858456,-121.614941,Birds,Marine
169,Sterna hirundo,34.858456,-121.614941,Birds,Marine
91,Alle alle,57.038966,20.555517,Birds,Marine
166,Alle alle,36.075242,-70.991806,Birds,Marine
47,Anas acuta,50.845447,-107.446257,Birds,Terrestrial
47,Mareca americana,50.845447,-107.446257,Birds,Terrestrial
47,Spatula clypeata,50.845447,-107.446257,Birds,Terrestrial
91,Anas crecca,57.038966,20.555517,Birds,Marine
47,Anas crecca,50.845447,-107.446257,Birds,Terrestrial
47,Spatula discors,50.845447,-107.446257,Birds,Terrestrial
46,Anas platyrhynchos,51.698,-5.277,Birds,Terrestrial
91,Anas platyrhynchos,57.038966,20.555517,Birds,Marine
47,Anas platyrhynchos,50.845447,-107.446257,Birds,Terrestrial
47,Mareca strepera,50.845447,-107.446257,Birds,Terrestrial
58,Zenaida asiatica,18.19,-65.43,Birds,Terrestrial
58,Vireo altiloquus,18.19,-65.43,Birds,Terrestrial
46,Anthus pratensis,51.698,-5.277,Birds,Terrestrial
166,Podiceps auritus,36.075242,-70.991806,Birds,Marine
91,Apus apus,57.038966,20.555517,Birds,Marine
39,Archilochus colubris,43.91,-71.75,Birds,Terrestrial
169,Phaethon aethereus,34.858456,-121.614941,Birds,Marine
91,Ardea cinerea,57.038966,20.555517,Birds,Marine
166,Anas crecca,36.075242,-70.991806,Birds,Marine
166,Anas platyrhynchos,36.075242,-70.991806,Birds,Marine
166,Anas rubripes,36.075242,-70.991806,Birds,Marine
169,Procellaria parkinsoni,34.858456,-121.614941,Birds,Marine
47,Aythya affinis,50.845447,-107.446257,Birds,Terrestrial
47,Aythya americana,50.845447,-107.446257,Birds,Terrestrial
47,Aythya collaris,50.845447,-107.446257,Birds,Terrestrial
91,Aythya marila,57.038966,20.555517,Birds,Marine
47,Aythya valisineria,50.845447,-107.446257,Birds,Terrestrial
41,Baeolophus bicolor,39.5,-82.48,Birds,Terrestrial
166,Anous stolidus,36.075242,-70.991806,Birds,Marine
166,Anous tenuirostris,36.075242,-70.991806,Birds,Marine
166,Anser albifrons,36.075242,-70.991806,Birds,Marine
169,Larus delawarensis,34.858456,-121.614941,Birds,Marine
169,Gavia pacifica,34.858456,-121.614941,Birds,Marine
169,Synthliboramphus craveri,34.858456,-121.614941,Birds,Marine
169,Pterodroma neglecta,34.858456,-121.614941,Birds,Marine
169,Pterodroma externa,34.858456,-121.614941,Birds,Marine
166,Aythya marila,36.075242,-70.991806,Birds,Marine
169,Puffinus pacificus,34.858456,-121.614941,Birds,Marine
41,Bonasa umbellus,39.5,-82.48,Birds,Terrestrial
169,Phalacrocorax pelagicus,34.858456,-121.614941,Birds,Marine
41,Bubo spec,39.5,-82.48,Birds,Terrestrial
47,Bucephala albeola,50.845447,-107.446257,Birds,Terrestrial
91,Bucephala clangula,57.038966,20.555517,Birds,Marine
67,Anous minutus,-28.954467,24.950961,Birds,Terrestrial
46,Buteo buteo,51.698,-5.277,Birds,Terrestrial
169,Puffinus carneipes,34.858456,-121.614941,Birds,Marine
58,Coereba flaveola,18.19,-65.43,Birds,Terrestrial
58,Anthracothorax viridis,18.19,-65.43,Birds,Terrestrial
169,Larus philadelphia,34.858456,-121.614941,Birds,Marine
169,Fratercula cirrhata,34.858456,-121.614941,Birds,Marine
166,Branta bernicla,36.075242,-70.991806,Birds,Marine
166,Branta canadensis,36.075242,-70.991806,Birds,Marine
166,Bucephala albeola,36.075242,-70.991806,Birds,Marine
166,Calidris alba,36.075242,-70.991806,Birds,Marine
166,Calidris alpina,36.075242,-70.991806,Birds,Marine
166,Calidris bairdii,36.075242,-70.991806,Birds,Marine
166,Calidris fuscicollis,36.075242,-70.991806,Birds,Marine
166,Calidris maritima,36.075242,-70.991806,Birds,Marine
166,Calidris melanotos,36.075242,-70.991806,Birds,Marine
166,Calidris minutilla,36.075242,-70.991806,Birds,Marine
166,Calidris pusilla,36.075242,-70.991806,Birds,Marine
166,Calonectris diomedea,36.075242,-70.991806,Birds,Marine
67,Sterna vittata,-28.954467,24.950961,Birds,Terrestrial
67,Thalassarche melanophris,-28.954467,24.950961,Birds,Terrestrial
77,Calonectris diomedea,38.696508,-0.675526,Birds,Marine
169,Aechmophorus clarkii,34.858456,-121.614941,Birds,Marine
169,Spizella breweri,34.858456,-121.614941,Birds,Marine
169,Numenius phaeopus,34.858456,-121.614941,Birds,Marine
41,Caprimulgus vociferus,39.5,-82.48,Birds,Terrestrial
91,Spinus spinus,57.038966,20.555517,Birds,Marine
39,Haemorhous purpureus,43.91,-71.75,Birds,Terrestrial
166,Stercorarius maccormicki,36.075242,-70.991806,Birds,Marine
166,Stercorarius skua,36.075242,-70.991806,Birds,Marine
41,Cathartes aura,39.5,-82.48,Birds,Terrestrial
39,Catharus fuscescens,43.91,-71.75,Birds,Terrestrial
39,Catharus guttatus,43.91,-71.75,Birds,Terrestrial
39,Catharus ustulatus,43.91,-71.75,Birds,Terrestrial
91,Cepphus grylle,57.038966,20.555517,Birds,Marine
69,Cepphus grylle,54.783267,-4.26303,Birds,Marine
166,Cepphus carbo,36.075242,-70.991806,Birds,Marine
166,Cepphus grylle,36.075242,-70.991806,Birds,Marine
169,Stercorarius maccormicki,34.858456,-121.614941,Birds,Marine
169,Cepphus columba,34.858456,-121.614941,Birds,Marine
169,Brachyramphus marmoratus,34.858456,-121.614941,Birds,Marine
169,Larus thayeri,34.858456,-121.614941,Birds,Marine
169,Oceanodroma melania,34.858456,-121.614941,Birds,Marine
169,Larus glaucescens,34.858456,-121.614941,Birds,Marine
169,Oceanites oceanicus,34.858456,-121.614941,Birds,Marine
169,Phaethon rubricauda,34.858456,-121.614941,Birds,Marine
169,Aethia psittacula,34.858456,-121.614941,Birds,Marine
169,Sterna forsteri,34.858456,-121.614941,Birds,Marine
169,Butorides virescens,34.858456,-121.614941,Birds,Marine
169,Branta bernicla,34.858456,-121.614941,Birds,Marine
39,Certhia americana,43.91,-71.75,Birds,Terrestrial
169,Cardellina pusilla,34.858456,-121.614941,Birds,Marine
169,Gavia immer,34.858456,-121.614941,Birds,Marine
169,Arenaria melanocephala,34.858456,-121.614941,Birds,Marine
67,Aptenodytes forsteri,-28.954467,24.950961,Birds,Terrestrial
67,Bulweria bulwerii,-28.954467,24.950961,Birds,Terrestrial
67,Stercorarius antarcticus,-28.954467,24.950961,Birds,Terrestrial
67,Chlidonias hybrida,-28.954467,24.950961,Birds,Terrestrial
67,Chlidonias leucopterus,-28.954467,24.950961,Birds,Terrestrial
91,Chlidonias niger,57.038966,20.555517,Birds,Marine
77,Chlidonias leucopterus,38.696508,-0.675526,Birds,Marine
77,Chlidonias niger,38.696508,-0.675526,Birds,Marine
58,Buteo jamaicensis,18.19,-65.43,Birds,Terrestrial
58,Riccordia maugaeus,18.19,-65.43,Birds,Terrestrial
58,Patagioenas squamosa,18.19,-65.43,Birds,Terrestrial
58,Buteo platypterus,18.19,-65.43,Birds,Terrestrial
169,Numenius americanus,34.858456,-121.614941,Birds,Marine
169,Pterodroma inexpectata,34.858456,-121.614941,Birds,Marine
91,Circus aeruginosus,57.038966,20.555517,Birds,Marine
91,Clangula hyemalis,57.038966,20.555517,Birds,Marine
166,Cerorhinca monocerata,36.075242,-70.991806,Birds,Marine
166,Charadrius montanus,36.075242,-70.991806,Birds,Marine
166,Charadrius semipalmatus,36.075242,-70.991806,Birds,Marine
166,Anser caerulescens,36.075242,-70.991806,Birds,Marine
41,Coccyzus americanus,39.5,-82.48,Birds,Terrestrial
41,Coccyzus erythropthalmus,39.5,-82.48,Birds,Terrestrial
58,Saurothera vieilloti,18.19,-65.43,Birds,Terrestrial
41,Colaptes auratus,39.5,-82.48,Birds,Terrestrial
46,Columba oenas,51.698,-5.277,Birds,Terrestrial
91,Columba palumbus,57.038966,20.555517,Birds,Marine
39,Contopus virens,43.91,-71.75,Birds,Terrestrial
41,Coragyps atratus,39.5,-82.48,Birds,Terrestrial
46,Corvus corax,51.698,-5.277,Birds,Terrestrial
46,Corvus corone,51.698,-5.277,Birds,Terrestrial
91,Corvus corone,57.038966,20.555517,Birds,Marine
91,Corvus frugilegus,57.038966,20.555517,Birds,Marine
46,Coloeus monedula,51.698,-5.277,Birds,Terrestrial
91,Coloeus monedula,57.038966,20.555517,Birds,Marine
46,Crex crex,51.698,-5.277,Birds,Terrestrial
46,Cuculus canorus,51.698,-5.277,Birds,Terrestrial
41,Cyanocitta cristata,39.5,-82.48,Birds,Terrestrial
39,Cyanocitta cristata,43.91,-71.75,Birds,Terrestrial
91,Cygnus columbianus,57.038966,20.555517,Birds,Marine
91,Cygnus cygnus,57.038966,20.555517,Birds,Marine
91,Cygnus olor,57.038966,20.555517,Birds,Marine
166,Chlidonias leucopterus,36.075242,-70.991806,Birds,Marine
166,Chlidonias niger,36.075242,-70.991806,Birds,Marine
166,Larus glaucoides,36.075242,-70.991806,Birds,Marine
67,Thalasseus bengalensis,-28.954467,24.950961,Birds,Terrestrial
166,Clangula hyemalis,36.075242,-70.991806,Birds,Marine
169,Pterodroma sandwichensis,34.858456,-121.614941,Birds,Marine
169,Anas platyrhynchos,34.858456,-121.614941,Birds,Marine
169,Bucephala albeola,34.858456,-121.614941,Birds,Marine
169,Ardea herodias,34.858456,-121.614941,Birds,Marine
169,Synthliboramphus antiquus,34.858456,-121.614941,Birds,Marine
39,Setophaga caerulescens,43.91,-71.75,Birds,Terrestrial
41,Setophaga cerulea,39.5,-82.48,Birds,Terrestrial
39,Setophaga coronata,43.91,-71.75,Birds,Terrestrial
41,Setophaga discolor,39.5,-82.48,Birds,Terrestrial
39,Setophaga fusca,43.91,-71.75,Birds,Terrestrial
41,Setophaga petechia,39.5,-82.48,Birds,Terrestrial
169,Sternula antillarum,34.858456,-121.614941,Birds,Marine
169,Anous stolidus,34.858456,-121.614941,Birds,Marine
169,Arenaria interpres,34.858456,-121.614941,Birds,Marine
169,Sturnus vulgaris,34.858456,-121.614941,Birds,Marine
169,Zenaida macroura,34.858456,-121.614941,Birds,Marine
169,Oceanodroma tethys,34.858456,-121.614941,Birds,Marine
169,Anser caerulescens,34.858456,-121.614941,Birds,Marine
41,Dryocopus pileatus,39.5,-82.48,Birds,Terrestrial
41,Dumetella carolinensis,39.5,-82.48,Birds,Terrestrial
46,Emberiza schoeniclus,51.698,-5.277,Birds,Terrestrial
39,Empidonax minimus,43.91,-71.75,Birds,Terrestrial
41,Empidonax virescens,39.5,-82.48,Birds,Terrestrial
46,Erithacus rubecula,51.698,-5.277,Birds,Terrestrial
91,Erithacus rubecula,57.038966,20.555517,Birds,Marine
169,Setophaga townsendi,34.858456,-121.614941,Birds,Marine
67,Chlidonias niger,-28.954467,24.950961,Birds,Terrestrial
67,Diomedea amsterdamensis,-28.954467,24.950961,Birds,Terrestrial
67,Eudyptes chrysocome,-28.954467,24.950961,Birds,Terrestrial
58,Setophaga discolor,18.19,-65.43,Birds,Terrestrial
58,Contopus latirostris,18.19,-65.43,Birds,Terrestrial
58,Setophaga magnolia,18.19,-65.43,Birds,Terrestrial
58,Setophaga striata,18.19,-65.43,Birds,Terrestrial
58,Crotophaga ani,18.19,-65.43,Birds,Terrestrial
58,Euphonia elegantissima,18.19,-65.43,Birds,Terrestrial
46,Falco peregrinus,51.698,-5.277,Birds,Terrestrial
69,Fratercula arctica,54.783267,-4.26303,Birds,Marine
166,Fratercula arctica,36.075242,-70.991806,Birds,Marine
77,Fratercula arctica,38.696508,-0.675526,Birds,Marine
91,Fringilla coelebs,57.038966,20.555517,Birds,Marine
166,Fratercula cirrhata,36.075242,-70.991806,Birds,Marine
166,Fregata magnificens,36.075242,-70.991806,Birds,Marine
166,Fregata minor,36.075242,-70.991806,Birds,Marine
166,Fregetta grallaria,36.075242,-70.991806,Birds,Marine
69,Fulmarus glacialis,54.783267,-4.26303,Birds,Marine
166,Fulmarus glacialis,36.075242,-70.991806,Birds,Marine
169,Fulica americana,34.858456,-121.614941,Birds,Marine
169,Larus heermanni,34.858456,-121.614941,Birds,Marine
169,Calidris alba,34.858456,-121.614941,Birds,Marine
169,Fratercula corniculata,34.858456,-121.614941,Birds,Marine
46,Gallinago gallinago,51.698,-5.277,Birds,Terrestrial
46,Gallinula chloropus,51.698,-5.277,Birds,Terrestrial
67,Eudyptes glaucoides,-28.954467,24.950961,Birds,Terrestrial
91,Gavia arctica,57.038966,20.555517,Birds,Marine
91,Gavia immer,57.038966,20.555517,Birds,Marine
166,Gallinago gallinago,36.075242,-70.991806,Birds,Marine
166,Gavia arctica,36.075242,-70.991806,Birds,Marine
166,Gavia immer,36.075242,-70.991806,Birds,Marine
169,Gavia arctica,34.858456,-121.614941,Birds,Marine
77,Sterna sandvicensis,38.696508,-0.675526,Birds,Marine
91,Gavia stellata,57.038966,20.555517,Birds,Marine
169,Tringa semipalmata,34.858456,-121.614941,Birds,Marine
166,Gavia stellata,36.075242,-70.991806,Birds,Marine
41,Geothlypis trichas,39.5,-82.48,Birds,Terrestrial
58,Geotrygon montana,18.19,-65.43,Birds,Terrestrial
91,Grus grus,57.038966,20.555517,Birds,Marine
67,Fregetta tropica,-28.954467,24.950961,Birds,Terrestrial
67,Fulmarus glacialoides,-28.954467,24.950961,Birds,Terrestrial
67,Garrodia nereis,-28.954467,24.950961,Birds,Terrestrial
67,Gygis alba,-28.954467,24.950961,Birds,Terrestrial
67,Haematopus moquini,-28.954467,24.950961,Birds,Terrestrial
46,Haematopus ostralegus,51.698,-5.277,Birds,Terrestrial
41,Helmitheros vermivorum,39.5,-82.48,Birds,Terrestrial
46,Hirundo rustica,51.698,-5.277,Birds,Terrestrial
91,Hirundo rustica,57.038966,20.555517,Birds,Marine
69,Hydrobates pelagicus,54.783267,-4.26303,Birds,Marine
77,Hydrobates pelagicus,38.696508,-0.675526,Birds,Marine
41,Hylocichla mustelina,39.5,-82.48,Birds,Terrestrial
39,Hylocichla mustelina,43.91,-71.75,Birds,Terrestrial
39,Junco hyemalis,43.91,-71.75,Birds,Terrestrial
166,Gygis alba,36.075242,-70.991806,Birds,Marine
166,Halocyptena microsoma,36.075242,-70.991806,Birds,Marine
166,Hydrobates pelagicus,36.075242,-70.991806,Birds,Marine
169,Falco peregrinus,34.858456,-121.614941,Birds,Marine
169,Gavia stellata,34.858456,-121.614941,Birds,Marine
169,Melanitta perspicillata,34.858456,-121.614941,Birds,Marine
169,Pterodroma solandri,34.858456,-121.614941,Birds,Marine
169,Isurus oxyrinchus,34.858456,-121.614941,Fish,Marine
169,Calidris mauri,34.858456,-121.614941,Birds,Marine
91,Larus argentatus,57.038966,20.555517,Birds,Marine
69,Larus argentatus,54.783267,-4.26303,Birds,Marine
166,Larus argentatus,36.075242,-70.991806,Birds,Marine
169,Setophaga coronata,34.858456,-121.614941,Birds,Marine
169,Setophaga occidentalis,34.858456,-121.614941,Birds,Marine
166,Larus atricilla,36.075242,-70.991806,Birds,Marine
77,Larus audouinii,38.696508,-0.675526,Birds,Marine
77,Larus cachinnans,38.696508,-0.675526,Birds,Marine
169,Haematopus bachmani,34.858456,-121.614941,Birds,Marine
169,Larus atricilla,34.858456,-121.614941,Birds,Marine
169,Larus pipixcan,34.858456,-121.614941,Birds,Marine
91,Larus canus,57.038966,20.555517,Birds,Marine
69,Larus canus,54.783267,-4.26303,Birds,Marine
67,Pterodroma neglecta,-28.954467,24.950961,Birds,Terrestrial
67,Chroicocephalus cirrocephalus,-28.954467,24.950961,Birds,Terrestrial
166,Larus californicus,36.075242,-70.991806,Birds,Marine
166,Larus canus,36.075242,-70.991806,Birds,Marine
166,Larus delawarensis,36.075242,-70.991806,Birds,Marine
169,Larus canus,34.858456,-121.614941,Birds,Marine
67,Larus dominicanus,-28.954467,24.950961,Birds,Terrestrial
91,Larus fuscus,57.038966,20.555517,Birds,Marine
69,Larus fuscus,54.783267,-4.26303,Birds,Marine
67,Larus fuscus,-28.954467,24.950961,Birds,Terrestrial
77,Larus fuscus,38.696508,-0.675526,Birds,Marine
166,Larus fuscus,36.075242,-70.991806,Birds,Marine
166,Larus glaucescens,36.075242,-70.991806,Birds,Marine
67,Chroicocephalus hartlaubii,-28.954467,24.950961,Birds,Terrestrial
91,Larus hyperboreus,57.038966,20.555517,Birds,Marine
166,Larus hemprichii,36.075242,-70.991806,Birds,Marine
166,Larus hyperboreus,36.075242,-70.991806,Birds,Marine
91,Larus marinus,57.038966,20.555517,Birds,Marine
69,Larus marinus,54.783267,-4.26303,Birds,Marine
166,Larus marinus,36.075242,-70.991806,Birds,Marine
69,Ichthyaetus melanocephalus,54.783267,-4.26303,Birds,Marine
69,Larus michahellis,54.783267,-4.26303,Birds,Marine
91,Hydrocoloeus minutus,57.038966,20.555517,Birds,Marine
166,Hydrocoloeus minutus,36.075242,-70.991806,Birds,Marine
166,Larus occidentalis,36.075242,-70.991806,Birds,Marine
169,Larus hyperboreus,34.858456,-121.614941,Birds,Marine
169,Egretta thula,34.858456,-121.614941,Birds,Marine
169,Sula leucogaster,34.858456,-121.614941,Birds,Marine
169,Oceanodroma furcata,34.858456,-121.614941,Birds,Marine
169,Larus dominicanus,34.858456,-121.614941,Birds,Marine
166,Larus philadelphia,36.075242,-70.991806,Birds,Marine
91,Larus ridibundus,57.038966,20.555517,Birds,Marine
69,Larus ridibundus,54.783267,-4.26303,Birds,Marine
166,Larus pipixcan,36.075242,-70.991806,Birds,Marine
166,Larus ridibundus,36.075242,-70.991806,Birds,Marine
67,Ichthyaetus leucophthalmus,-28.954467,24.950961,Birds,Terrestrial
67,Larus pipixcan,-28.954467,24.950961,Birds,Terrestrial
67,Larus ridibundus,-28.954467,24.950961,Birds,Terrestrial
166,Xema sabini,36.075242,-70.991806,Birds,Marine
166,Larus schistisagus,36.075242,-70.991806,Birds,Marine
166,Larus thayeri,36.075242,-70.991806,Birds,Marine
58,Loxigilla portoricensis,18.19,-65.43,Birds,Terrestrial
58,Margarops fuscatus,18.19,-65.43,Birds,Terrestrial
67,Xema sabini,-28.954467,24.950961,Birds,Terrestrial
67,Lugensa pterodroma,-28.954467,24.950961,Birds,Terrestrial
166,Limosa haemastica,36.075242,-70.991806,Birds,Marine
166,Lophodytes cucullatus,36.075242,-70.991806,Birds,Marine
169,Limosa fedoa,34.858456,-121.614941,Birds,Marine
58,Melanerpes portoricensis,18.19,-65.43,Birds,Terrestrial
41,Melanerpes carolinus,39.5,-82.48,Birds,Terrestrial
91,Melanitta fusca,57.038966,20.555517,Birds,Marine
166,Melanitta fusca,36.075242,-70.991806,Birds,Marine
91,Melanitta nigra,57.038966,20.555517,Birds,Marine
166,Melanitta nigra,36.075242,-70.991806,Birds,Marine
41,Melospiza melodia,39.5,-82.48,Birds,Terrestrial
91,Mergellus albellus,57.038966,20.555517,Birds,Marine
91,Mergus merganser,57.038966,20.555517,Birds,Marine
91,Mergus serrator,57.038966,20.555517,Birds,Marine
166,Mergus merganser,36.075242,-70.991806,Birds,Marine
166,Mergus serrator,36.075242,-70.991806,Birds,Marine
41,Mniotilta varia,39.5,-82.48,Birds,Terrestrial
69,Morus bassanus,54.783267,-4.26303,Birds,Marine
166,Morus bassanus,36.075242,-70.991806,Birds,Marine
77,Ichthyaetus melanocephalus,38.696508,-0.675526,Birds,Marine
77,Morus bassanus,38.696508,-0.675526,Birds,Marine
67,Megadyptes antipodes,-28.954467,24.950961,Birds,Terrestrial
67,Morus capensis,-28.954467,24.950961,Birds,Terrestrial
46,Motacilla alba,51.698,-5.277,Birds,Terrestrial
91,Motacilla alba,57.038966,20.555517,Birds,Marine
58,Myiarchus antillarum,18.19,-65.43,Birds,Terrestrial
58,Mniotilta varia,18.19,-65.43,Birds,Terrestrial
41,Myiarchus crinitus,39.5,-82.48,Birds,Terrestrial
58,Nesospingus speculiferus,18.19,-65.43,Birds,Terrestrial
166,Nesofregetta fuliginosa,36.075242,-70.991806,Birds,Marine
166,Oceanites oceanicus,36.075242,-70.991806,Birds,Marine
166,Oceanodroma castro,36.075242,-70.991806,Birds,Marine
166,Oceanodroma furcata,36.075242,-70.991806,Birds,Marine
69,Oceanodroma leucorhoa,54.783267,-4.26303,Birds,Marine
166,Oceanodroma leucorhoa,36.075242,-70.991806,Birds,Marine
169,Sula sula,34.858456,-121.614941,Birds,Marine
169,Chlidonias niger,34.858456,-121.614941,Birds,Marine
166,Oceanodroma melania,36.075242,-70.991806,Birds,Marine
166,Oceanodroma tethys,36.075242,-70.991806,Birds,Marine
46,Oenanthe oenanthe,51.698,-5.277,Birds,Terrestrial
41,Geothlypis formosa,39.5,-82.48,Birds,Terrestrial
47,Oxyura jamaicensis,50.845447,-107.446257,Birds,Terrestrial
67,Pachyptila crassirostris,-28.954467,24.950961,Birds,Terrestrial
166,Pagophila eburnea,36.075242,-70.991806,Birds,Marine
41,Parkesia motacilla,39.5,-82.48,Birds,Terrestrial
58,Parkesia noveboracensis,18.19,-65.43,Birds,Terrestrial
91,Parus major,57.038966,20.555517,Birds,Marine
41,Passer domesticus,39.5,-82.48,Birds,Terrestrial
41,Passerina cyanea,39.5,-82.48,Birds,Terrestrial
58,Setophaga americana,18.19,-65.43,Birds,Terrestrial
67,Pagodroma nivea,-28.954467,24.950961,Birds,Terrestrial
67,Pelecanoides georgicus,-28.954467,24.950961,Birds,Terrestrial
169,Melanitta nigra,34.858456,-121.614941,Birds,Marine
169,Setophaga americana,34.858456,-121.614941,Birds,Marine
169,Pelecanus erythrorhynchos,34.858456,-121.614941,Birds,Marine
169,Pandion haliaetus,34.858456,-121.614941,Birds,Marine
169,Mergus serrator,34.858456,-121.614941,Birds,Marine
67,Pelecanoides urinatrix,-28.954467,24.950961,Birds,Terrestrial
67,Pelecanus onocrotalus,-28.954467,24.950961,Birds,Terrestrial
166,Pelagodroma marina,36.075242,-70.991806,Birds,Marine
166,Pelecanus occidentalis,36.075242,-70.991806,Birds,Marine
166,Phaethon aethereus,36.075242,-70.991806,Birds,Marine
166,Phaethon lepturus,36.075242,-70.991806,Birds,Marine
166,Phaethon rubricauda,36.075242,-70.991806,Birds,Marine
69,Phalacrocorax aristotelis,54.783267,-4.26303,Birds,Marine
67,Phaethon lepturus,-28.954467,24.950961,Birds,Terrestrial
166,Phalacrocorax aristotelis,36.075242,-70.991806,Birds,Marine
166,Phalacrocorax auritus,36.075242,-70.991806,Birds,Marine
67,Leucocarbo atriceps,-28.954467,24.950961,Birds,Terrestrial
67,Leucocarbo campbelli,-28.954467,24.950961,Birds,Terrestrial
67,Phalacrocorax capensis,-28.954467,24.950961,Birds,Terrestrial
91,Phalacrocorax carbo,57.038966,20.555517,Birds,Marine
69,Phalacrocorax carbo,54.783267,-4.26303,Birds,Marine
166,Phalacrocorax carbo,36.075242,-70.991806,Birds,Marine
67,Microcarbo coronatus,-28.954467,24.950961,Birds,Terrestrial
67,Phalacrocorax neglectus,-28.954467,24.950961,Birds,Terrestrial
166,Phalacrocorax pelagicus,36.075242,-70.991806,Birds,Marine
169,Setophaga petechia,34.858456,-121.614941,Birds,Marine
169,Limnodromus scolopaceus,34.858456,-121.614941,Birds,Marine
166,Phalaropus fulicarius,36.075242,-70.991806,Birds,Marine
166,Phalaropus lobatus,36.075242,-70.991806,Birds,Marine
166,Phalaropus tricolor,36.075242,-70.991806,Birds,Marine
39,Pheucticus ludovicianus,43.91,-71.75,Birds,Terrestrial
166,Phoebastria nigripes,36.075242,-70.991806,Birds,Marine
41,Dryobates pubescens,39.5,-82.48,Birds,Terrestrial
39,Dryobates pubescens,43.91,-71.75,Birds,Terrestrial
41,Leuconotopicus villosus,39.5,-82.48,Birds,Terrestrial
39,Leuconotopicus villosus,43.91,-71.75,Birds,Terrestrial
41,Piranga olivacea,39.5,-82.48,Birds,Terrestrial
